data;cod_ibge;densidade
2021-02-01;5100102;4,61
2021-02-01;5100201;7,9
2021-02-01;5100250;21,08
2021-02-01;5100300;3,76
2021-02-01;5100359;5,07
2021-02-01;5100409;4,73
2021-02-01;5100508;3,56
2021-02-01;5100607;4,0
2021-02-01;5100805;5,59
2021-02-01;5101001;16,76
2021-02-01;5101209;10,89
2021-02-01;5101258;7,21
2021-02-01;5101308;15,84
2021-02-01;5101407;24,7
2021-02-01;5101605;5,29
2021-02-01;5101704;6,77
2021-02-01;5101803;14,57
2021-02-01;5101852;2,65
2021-02-01;5101902;6,38
2021-02-01;5102504;8,98
2021-02-01;5102603;3,36
2021-02-01;5102637;8,37
2021-02-01;5102678;7,92
2021-02-01;5102686;7,1
2021-02-01;5102694;1,27
2021-02-01;5102702;11,28
2021-02-01;5102793;9,4
2021-02-01;5102850;5,12
2021-02-01;5103007;14,84
2021-02-01;5103056;3,34
2021-02-01;5103106;16,85
2021-02-01;5103205;16,56
2021-02-01;5103254;1,71
2021-02-01;5103304;5,21
2021-02-01;5103353;10,71
2021-02-01;5103361;4,71
2021-02-01;5103379;268,3
2021-02-01;5103403;27,67
2021-02-01;5103437;3,11
2021-02-01;5103452;3,13
2021-02-01;5103502;15,01
2021-02-01;5103601;6,97
2021-02-01;5103700;1,07
2021-02-01;5103809;9,15
2021-02-01;5103858;10,33
2021-02-01;5103908;17,65
2021-02-01;5103957;12,0
2021-02-01;5104104;4,29
2021-02-01;5104203;2,81
2021-02-01;5104500;1,87
2021-02-01;5104526;14,14
2021-02-01;5104542;5,27
2021-02-01;5104559;12,2
2021-02-01;5104609;4,92
2021-02-01;5104807;10,69
2021-02-01;5104906;4,41
2021-02-01;5105002;10,57
2021-02-01;5105101;8,76
2021-02-01;5105150;7,42
2021-02-01;5105176;4,48
2021-02-01;5105200;3,5
2021-02-01;5105234;5,43
2021-02-01;5105259;16,7
2021-02-01;5105309;3,6
2021-02-01;5105507;4,37
2021-02-01;5105580;4,14
2021-02-01;5105606;5,3
2021-02-01;5105622;7,23
2021-02-01;5105903;5,26
2021-02-01;5106000;9,66
2021-02-01;5106109;6,59
2021-02-01;5106158;49,03
2021-02-01;5106174;5,24
2021-02-01;5106182;2,96
2021-02-01;5106190;9,9
2021-02-01;5106208;8,62
2021-02-01;5106216;15,73
2021-02-01;5106224;27,16
2021-02-01;5106232;3,08
2021-02-01;5106240;9,34
2021-02-01;5106257;7,6
2021-02-01;5106265;1,44
2021-02-01;5106273;2,76
2021-02-01;5106281;4,72
2021-02-01;5106299;4,51
2021-02-01;5106307;7,5
2021-02-01;5106315;2,4
2021-02-01;5106372;2,65
2021-02-01;5106422;4,71
2021-02-01;5106455;6,53
2021-02-01;5106505;5,36
2021-02-01;5106653;7,1
2021-02-01;5106703;4,26
2021-02-01;5106752;10,19
2021-02-01;5106778;1,94
2021-02-01;5106802;2,98
2021-02-01;5106828;5,17
2021-02-01;5106851;7,89
2021-02-01;5107008;0,71
2021-02-01;5107040;24,62
2021-02-01;5107065;10,83
2021-02-01;5107107;12,35
2021-02-01;5107156;4,67
2021-02-01;5107180;3,77
2021-02-01;5107198;13,05
2021-02-01;5107206;6,52
2021-02-01;5107248;3,66
2021-02-01;5107263;5,04
2021-02-01;5107297;11,71
2021-02-01;5107305;11,93
2021-02-01;5107354;2,28
2021-02-01;5107404;1,84
2021-02-01;5107578;1,26
2021-02-01;5107602;19,7
2021-02-01;5107701;5,39
2021-02-01;5107743;1,94
2021-02-01;5107750;6,37
2021-02-01;5107768;27,92
2021-02-01;5107776;0,83
2021-02-01;5107792;10,82
2021-02-01;5107800;7,68
2021-02-01;5107859;4,98
2021-02-01;5107875;7,83
2021-02-01;5107883;3,28
2021-02-01;5107909;28,36
2021-02-01;5107925;19,07
2021-02-01;5107941;14,36
2021-02-01;5107958;17,33
2021-02-01;5108006;9,03
2021-02-01;5108055;10,39
2021-02-01;5108105;6,93
2021-02-01;5108204;7,61
2021-02-01;5108303;7,08
2021-02-01;5108352;7,33
2021-02-01;5108402;13,07
2021-02-01;5108501;2,22
2021-02-01;5108600;6,16
2021-02-01;5108808;1,97
2021-02-01;5108857;9,87
2021-02-01;5108907;2,95
2021-02-01;5108956;4,88
2021-01-01;1100015;7,27
2021-01-01;1100023;11,87
2021-01-01;1100031;1,48
2021-01-01;1100049;12,74
2021-01-01;1100056;5,81
2021-01-01;1100064;2,68
2021-01-01;1100072;2,12
2021-01-01;1100080;2,85
2021-01-01;1100098;5,15
2021-01-01;1100106;4,02
2021-01-01;1100114;15,12
2021-01-01;1100122;15,75
2021-01-01;1100130;5,51
2021-01-01;1100148;11,08
2021-01-01;1100155;13,64
2021-01-01;1100189;3,62
2021-01-01;1100205;20,62
2021-01-01;1100254;9,39
2021-01-01;1100262;6,65
2021-01-01;1100288;10,84
2021-01-01;1100296;14,08
2021-01-01;1100304;11,65
2021-01-01;1100320;4,55
2021-01-01;1100338;5,11
2021-01-01;1100346;8,73
2021-01-01;1100379;8,56
2021-01-01;1100403;4,44
2021-01-01;1100452;6,79
2021-01-01;1100502;8,9
2021-01-01;1100601;6,89
2021-01-01;1100700;10,21
2021-01-01;1100809;9,98
2021-01-01;1100908;5,49
2021-01-01;1100924;1,44
2021-01-01;1100940;3,57
2021-01-01;1101005;2,16
2021-01-01;1101104;10,63
2021-01-01;1101203;4,54
2021-01-01;1101302;4,93
2021-01-01;1101401;3,0
2021-01-01;1101435;6,86
2021-01-01;1101450;4,76
2021-01-01;1101468;2,61
2021-01-01;1101476;6,09
2021-01-01;1101484;4,36
2021-01-01;1101492;8,2
2021-01-01;1101500;12,11
2021-01-01;1101559;2,27
2021-01-01;1101609;3,25
2021-01-01;1101708;4,64
2021-01-01;1101757;3,88
2021-01-01;1101807;7,99
2021-01-01;5100102;4,74
2021-01-01;5100201;9,13
2021-01-01;5100250;20,56
2021-01-01;5100300;3,94
2021-01-01;5100359;5,29
2021-01-01;5100409;5,06
2021-01-01;5100508;3,27
2021-01-01;5100607;4,19
2021-01-01;5100805;3,52
2021-01-01;5101001;2,67
2021-01-01;5101209;11,1
2021-01-01;5101258;7,29
2021-01-01;5101308;14,0
2021-01-01;5101407;8,81
2021-01-01;5101605;5,37
2021-01-01;5101704;6,18
2021-01-01;5101803;17,46
2021-01-01;5101852;2,7
2021-01-01;5101902;4,93
2021-01-01;5102504;13,99
2021-01-01;5102603;2,44
2021-01-01;5102637;8,38
2021-01-01;5102678;7,75
2021-01-01;5102686;7,1
2021-01-01;5102694;1,18
2021-01-01;5102702;10,54
2021-01-01;5102793;8,82
2021-01-01;5102850;3,97
2021-01-01;5103007;15,0
2021-01-01;5103056;3,44
2021-01-01;5103106;15,84
2021-01-01;5103205;16,74
2021-01-01;5103254;1,68
2021-01-01;5103304;5,51
2021-01-01;5103353;9,8
2021-01-01;5103361;4,83
2021-01-01;5103379;1,36
2021-01-01;5103403;27,56
2021-01-01;5103437;3,26
2021-01-01;5103452;3,24
2021-01-01;5103502;11,9
2021-01-01;5103601;7,32
2021-01-01;5103700;0,96
2021-01-01;5103809;9,15
2021-01-01;5103858;9,95
2021-01-01;5103908;15,63
2021-01-01;5103957;11,5
2021-01-01;5104104;4,22
2021-01-01;5104203;2,93
2021-01-01;5104500;1,91
2021-01-01;5104526;14,07
2021-01-01;5104542;4,34
2021-01-01;5104559;12,45
2021-01-01;5104609;4,94
2021-01-01;5104807;10,34
2021-01-01;5104906;4,5
2021-01-01;5105002;10,53
2021-01-01;5105101;8,07
2021-01-01;5105150;6,43
2021-01-01;5105176;4,49
2021-01-01;5105200;3,95
2021-01-01;5105234;5,61
2021-01-01;5105259;15,93
2021-01-01;5105309;3,6
2021-01-01;5105507;4,45
2021-01-01;5105580;4,24
2021-01-01;5105606;11,39
2021-01-01;5105622;7,34
2021-01-01;5105903;9,88
2021-01-01;5106000;7,19
2021-01-01;5106109;6,64
2021-01-01;5106158;3,19
2021-01-01;5106174;5,52
2021-01-01;5106182;4,44
2021-01-01;5106190;10,12
2021-01-01;5106208;8,7
2021-01-01;5106216;14,54
2021-01-01;5106224;17,22
2021-01-01;5106232;4,33
2021-01-01;5106240;2,76
2021-01-01;5106257;8,42
2021-01-01;5106265;1,41
2021-01-01;5106273;2,86
2021-01-01;5106281;4,7
2021-01-01;5106299;4,53
2021-01-01;5106307;7,85
2021-01-01;5106315;2,37
2021-01-01;5106372;4,31
2021-01-01;5106422;5,62
2021-01-01;5106455;6,34
2021-01-01;5106505;5,26
2021-01-01;5106653;2,21
2021-01-01;5106703;4,9
2021-01-01;5106752;10,28
2021-01-01;5106778;1,98
2021-01-01;5106802;2,98
2021-01-01;5106828;5,59
2021-01-01;5106851;7,02
2021-01-01;5107008;0,74
2021-01-01;5107040;24,34
2021-01-01;5107065;10,34
2021-01-01;5107107;12,46
2021-01-01;5107156;4,74
2021-01-01;5107180;3,92
2021-01-01;5107198;13,38
2021-01-01;5107206;6,7
2021-01-01;5107248;3,75
2021-01-01;5107263;5,04
2021-01-01;5107297;5,75
2021-01-01;5107305;11,94
2021-01-01;5107354;2,51
2021-01-01;5107404;1,89
2021-01-01;5107578;1,41
2021-01-01;5107602;19,54
2021-01-01;5107701;5,64
2021-01-01;5107743;1,29
2021-01-01;5107750;6,59
2021-01-01;5107768;6,08
2021-01-01;5107776;0,82
2021-01-01;5107792;10,61
2021-01-01;5107800;7,74
2021-01-01;5107859;6,9
2021-01-01;5107875;8,63
2021-01-01;5107883;3,34
2021-01-01;5107909;27,95
2021-01-01;5107925;16,38
2021-01-01;5107941;14,34
2021-01-01;5107958;17,99
2021-01-01;5108006;8,93
2021-01-01;5108055;10,65
2021-01-01;5108105;6,41
2021-01-01;5108204;8,18
2021-01-01;5108303;7,22
2021-01-01;5108352;7,2
2021-01-01;5108402;13,17
2021-01-01;5108501;2,23
2021-01-01;5108600;8,71
2021-01-01;5108808;18,12
2021-01-01;5108857;7,57
2021-01-01;5108907;2,6
2021-01-01;5108956;5,07
2020-12-01;1100015;8,31
2020-12-01;1100023;12,55
2020-12-01;1100031;1,35
2020-12-01;1100049;12,59
2020-12-01;1100056;5,84
2020-12-01;1100064;2,68
2020-12-01;1100072;1,77
2020-12-01;1100080;2,71
2020-12-01;1100098;5,16
2020-12-01;1100106;4,82
2020-12-01;1100114;14,9
2020-12-01;1100122;9,34
2020-12-01;1100130;5,53
2020-12-01;1100148;10,88
2020-12-01;1100155;11,9
2020-12-01;1100189;7,42
2020-12-01;1100205;20,44
2020-12-01;1100254;8,4
2020-12-01;1100262;6,44
2020-12-01;1100288;10,76
2020-12-01;1100296;4,31
2020-12-01;1100304;12,21
2020-12-01;1100320;3,86
2020-12-01;1100338;5,12
2020-12-01;1100346;10,03
2020-12-01;1100379;7,55
2020-12-01;1100403;4,71
2020-12-01;1100452;5,58
2020-12-01;1100502;8,78
2020-12-01;1100601;2,84
2020-12-01;1100700;9,6
2020-12-01;1100809;11,11
2020-12-01;1100908;4,95
2020-12-01;1100924;1,41
2020-12-01;1100940;3,54
2020-12-01;1101005;2,26
2020-12-01;1101104;10,42
2020-12-01;1101203;4,48
2020-12-01;1101302;4,65
2020-12-01;1101401;3,1
2020-12-01;1101435;6,86
2020-12-01;1101450;7,49
2020-12-01;1101468;3,31
2020-12-01;1101476;5,55
2020-12-01;1101484;4,64
2020-12-01;1101492;6,43
2020-12-01;1101500;9,08
2020-12-01;1101559;2,13
2020-12-01;1101609;3,28
2020-12-01;1101708;4,39
2020-12-01;1101757;3,81
2020-12-01;1101807;8,61
2020-12-01;5100102;4,57
2020-12-01;5100201;7,25
2020-12-01;5100250;19,81
2020-12-01;5100300;3,95
2020-12-01;5100359;5,39
2020-12-01;5100409;5,27
2020-12-01;5100508;3,77
2020-12-01;5100607;5,29
2020-12-01;5100805;3,25
2020-12-01;5101001;2,44
2020-12-01;5101209;10,99
2020-12-01;5101258;7,34
2020-12-01;5101308;11,05
2020-12-01;5101407;8,77
2020-12-01;5101605;5,4
2020-12-01;5101704;6,78
2020-12-01;5101803;8,06
2020-12-01;5101852;2,55
2020-12-01;5101902;3,7
2020-12-01;5102504;13,7
2020-12-01;5102603;2,33
2020-12-01;5102637;10,26
2020-12-01;5102678;7,71
2020-12-01;5102686;6,34
2020-12-01;5102694;1,23
2020-12-01;5102702;10,23
2020-12-01;5102793;7,45
2020-12-01;5102850;2,99
2020-12-01;5103007;14,98
2020-12-01;5103056;3,32
2020-12-01;5103106;8,4
2020-12-01;5103205;16,22
2020-12-01;5103254;1,7
2020-12-01;5103304;5,29
2020-12-01;5103353;3,63
2020-12-01;5103361;4,71
2020-12-01;5103379;1,3
2020-12-01;5103403;27,27
2020-12-01;5103437;3,32
2020-12-01;5103452;3,29
2020-12-01;5103502;9,6
2020-12-01;5103601;7,34
2020-12-01;5103700;0,95
2020-12-01;5103809;8,89
2020-12-01;5103858;8,24
2020-12-01;5103908;1,52
2020-12-01;5103957;9,71
2020-12-01;5104104;5,09
2020-12-01;5104203;2,92
2020-12-01;5104500;4,07
2020-12-01;5104526;13,83
2020-12-01;5104542;9,4
2020-12-01;5104559;12,55
2020-12-01;5104609;5,61
2020-12-01;5104807;8,86
2020-12-01;5104906;4,38
2020-12-01;5105002;9,9
2020-12-01;5105101;7,1
2020-12-01;5105150;5,69
2020-12-01;5105176;4,52
2020-12-01;5105200;4,38
2020-12-01;5105234;5,58
2020-12-01;5105259;17,39
2020-12-01;5105309;3,35
2020-12-01;5105507;4,34
2020-12-01;5105580;5,71
2020-12-01;5105606;5,34
2020-12-01;5105622;6,38
2020-12-01;5105903;12,6
2020-12-01;5106000;5,37
2020-12-01;5106109;6,65
2020-12-01;5106158;2,83
2020-12-01;5106174;7,04
2020-12-01;5106182;2,99
2020-12-01;5106190;10,2
2020-12-01;5106208;8,88
2020-12-01;5106216;14,72
2020-12-01;5106224;17,93
2020-12-01;5106232;3,09
2020-12-01;5106240;1,54
2020-12-01;5106257;8,52
2020-12-01;5106265;3,18
2020-12-01;5106273;2,94
2020-12-01;5106281;3,46
2020-12-01;5106299;4,21
2020-12-01;5106307;7,43
2020-12-01;5106315;2,48
2020-12-01;5106372;4,53
2020-12-01;5106422;4,56
2020-12-01;5106455;6,3
2020-12-01;5106505;5,19
2020-12-01;5106653;1,89
2020-12-01;5106703;4,06
2020-12-01;5106752;6,07
2020-12-01;5106778;1,92
2020-12-01;5106802;9,08
2020-12-01;5106828;7,3
2020-12-01;5106851;6,78
2020-12-01;5107008;3,52
2020-12-01;5107040;15,61
2020-12-01;5107065;7,68
2020-12-01;5107107;13,67
2020-12-01;5107156;4,48
2020-12-01;5107180;4,96
2020-12-01;5107198;13,34
2020-12-01;5107206;9,71
2020-12-01;5107248;3,53
2020-12-01;5107263;4,91
2020-12-01;5107297;1,53
2020-12-01;5107305;9,91
2020-12-01;5107354;4,86
2020-12-01;5107404;1,72
2020-12-01;5107578;0,55
2020-12-01;5107602;19,25
2020-12-01;5107701;7,78
2020-12-01;5107743;0,38
2020-12-01;5107750;6,4
2020-12-01;5107768;11,75
2020-12-01;5107776;1,29
2020-12-01;5107792;5,62
2020-12-01;5107800;8,04
2020-12-01;5107859;5,89
2020-12-01;5107875;7,58
2020-12-01;5107883;3,34
2020-12-01;5107909;27,25
2020-12-01;5107925;16,01
2020-12-01;5107941;14,06
2020-12-01;5107958;16,3
2020-12-01;5108006;9,97
2020-12-01;5108055;11,11
2020-12-01;5108105;5,44
2020-12-01;5108204;7,5
2020-12-01;5108303;4,36
2020-12-01;5108352;7,23
2020-12-01;5108402;13,43
2020-12-01;5108501;2,18
2020-12-01;5108600;5,64
2020-12-01;5108808;17,38
2020-12-01;5108857;5,05
2020-12-01;5108907;1,95
2020-12-01;5108956;6,2
2020-11-01;1100015;4,64
2020-11-01;1100023;12,41
2020-11-01;1100031;1,35
2020-11-01;1100049;13,82
2020-11-01;1100056;5,91
2020-11-01;1100064;2,77
2020-11-01;1100072;1,81
2020-11-01;1100080;2,7
2020-11-01;1100098;5,21
2020-11-01;1100106;4,48
2020-11-01;1100114;13,35
2020-11-01;1100122;16,44
2020-11-01;1100130;5,2
2020-11-01;1100148;10,79
2020-11-01;1100155;10,25
2020-11-01;1100189;6,58
2020-11-01;1100205;20,17
2020-11-01;1100254;7,81
2020-11-01;1100262;6,52
2020-11-01;1100288;10,38
2020-11-01;1100296;7,26
2020-11-01;1100304;11,34
2020-11-01;1100320;3,44
2020-11-01;1100338;5,16
2020-11-01;1100346;9,6
2020-11-01;1100379;6,93
2020-11-01;1100403;4,64
2020-11-01;1100452;6,39
2020-11-01;1100502;8,66
2020-11-01;1100601;2,87
2020-11-01;1100700;9,31
2020-11-01;1100809;10,41
2020-11-01;1100908;4,85
2020-11-01;1100924;1,47
2020-11-01;1100940;3,47
2020-11-01;1101005;2,4
2020-11-01;1101104;9,84
2020-11-01;1101203;4,11
2020-11-01;1101302;4,57
2020-11-01;1101401;3,09
2020-11-01;1101435;6,58
2020-11-01;1101450;7,5
2020-11-01;1101468;3,17
2020-11-01;1101476;5,62
2020-11-01;1101484;4,54
2020-11-01;1101492;5,95
2020-11-01;1101500;8,61
2020-11-01;1101559;2,15
2020-11-01;1101609;3,16
2020-11-01;1101708;4,33
2020-11-01;1101757;3,63
2020-11-01;1101807;7,99
2020-11-01;5100102;4,57
2020-11-01;5100201;8,75
2020-11-01;5100250;18,44
2020-11-01;5100300;4,16
2020-11-01;5100359;4,97
2020-11-01;5100409;5,96
2020-11-01;5100508;3,84
2020-11-01;5100607;5,52
2020-11-01;5100805;2,18
2020-11-01;5101001;2,48
2020-11-01;5101209;11,63
2020-11-01;5101258;7,26
2020-11-01;5101308;11,22
2020-11-01;5101407;14,27
2020-11-01;5101605;5,35
2020-11-01;5101704;6,9
2020-11-01;5101803;17,0
2020-11-01;5101852;2,55
2020-11-01;5101902;3,69
2020-11-01;5102504;13,47
2020-11-01;5102603;2,34
2020-11-01;5102637;11,21
2020-11-01;5102678;7,65
2020-11-01;5102686;6,32
2020-11-01;5102694;1,27
2020-11-01;5102702;10,01
2020-11-01;5102793;4,86
2020-11-01;5102850;3,02
2020-11-01;5103007;14,74
2020-11-01;5103056;3,47
2020-11-01;5103106;5,9
2020-11-01;5103205;16,57
2020-11-01;5103254;3,04
2020-11-01;5103304;5,33
2020-11-01;5103353;3,9
2020-11-01;5103361;4,73
2020-11-01;5103379;1,0
2020-11-01;5103403;27,14
2020-11-01;5103437;3,43
2020-11-01;5103452;3,33
2020-11-01;5103502;9,82
2020-11-01;5103601;8,59
2020-11-01;5103700;1,14
2020-11-01;5103809;8,55
2020-11-01;5103858;9,11
2020-11-01;5103908;1,52
2020-11-01;5103957;8,51
2020-11-01;5104104;5,02
2020-11-01;5104203;3,0
2020-11-01;5104500;4,1
2020-11-01;5104526;13,93
2020-11-01;5104542;9,46
2020-11-01;5104559;12,77
2020-11-01;5104609;4,4
2020-11-01;5104807;11,08
2020-11-01;5104906;4,5
2020-11-01;5105002;10,34
2020-11-01;5105101;7,1
2020-11-01;5105150;5,81
2020-11-01;5105176;4,12
2020-11-01;5105200;5,4
2020-11-01;5105234;5,58
2020-11-01;5105259;17,39
2020-11-01;5105309;3,4
2020-11-01;5105507;4,37
2020-11-01;5105580;5,73
2020-11-01;5105606;5,94
2020-11-01;5105622;6,56
2020-11-01;5105903;12,46
2020-11-01;5106000;5,42
2020-11-01;5106109;6,68
2020-11-01;5106158;1,91
2020-11-01;5106174;5,49
2020-11-01;5106182;3,05
2020-11-01;5106190;10,22
2020-11-01;5106208;9,01
2020-11-01;5106216;14,49
2020-11-01;5106224;17,69
2020-11-01;5106232;3,19
2020-11-01;5106240;2,67
2020-11-01;5106257;8,45
2020-11-01;5106265;3,25
2020-11-01;5106273;2,99
2020-11-01;5106281;3,48
2020-11-01;5106299;1,95
2020-11-01;5106307;8,39
2020-11-01;5106315;2,48
2020-11-01;5106372;4,38
2020-11-01;5106422;4,51
2020-11-01;5106455;6,49
2020-11-01;5106505;5,29
2020-11-01;5106653;2,54
2020-11-01;5106703;4,19
2020-11-01;5106752;7,52
2020-11-01;5106778;1,92
2020-11-01;5106802;9,12
2020-11-01;5106828;5,12
2020-11-01;5106851;7,26
2020-11-01;5107008;3,64
2020-11-01;5107040;16,03
2020-11-01;5107065;7,81
2020-11-01;5107107;12,87
2020-11-01;5107156;4,48
2020-11-01;5107180;4,0
2020-11-01;5107198;12,39
2020-11-01;5107206;6,82
2020-11-01;5107248;3,68
2020-11-01;5107263;4,98
2020-11-01;5107297;1,62
2020-11-01;5107305;9,75
2020-11-01;5107354;4,91
2020-11-01;5107404;1,78
2020-11-01;5107578;0,52
2020-11-01;5107602;18,8
2020-11-01;5107701;7,77
2020-11-01;5107743;0,38
2020-11-01;5107750;6,46
2020-11-01;5107768;11,78
2020-11-01;5107776;4,04
2020-11-01;5107792;6,02
2020-11-01;5107800;7,69
2020-11-01;5107859;4,48
2020-11-01;5107875;8,32
2020-11-01;5107883;3,4
2020-11-01;5107909;26,17
2020-11-01;5107925;15,73
2020-11-01;5107941;14,06
2020-11-01;5107958;16,72
2020-11-01;5108006;9,7
2020-11-01;5108055;11,07
2020-11-01;5108105;5,91
2020-11-01;5108204;7,61
2020-11-01;5108303;4,41
2020-11-01;5108352;7,17
2020-11-01;5108402;13,56
2020-11-01;5108501;2,24
2020-11-01;5108600;5,77
2020-11-01;5108808;17,09
2020-11-01;5108857;5,15
2020-11-01;5108907;2,18
2020-11-01;5108956;5,29
2020-10-01;1100015;4,47
2020-10-01;1100023;12,56
2020-10-01;1100031;1,35
2020-10-01;1100049;13,31
2020-10-01;1100056;9,15
2020-10-01;1100064;2,85
2020-10-01;1100072;1,84
2020-10-01;1100080;2,71
2020-10-01;1100098;5,18
2020-10-01;1100106;4,74
2020-10-01;1100114;11,29
2020-10-01;1100122;16,19
2020-10-01;1100130;5,41
2020-10-01;1100148;10,45
2020-10-01;1100155;7,02
2020-10-01;1100189;6,2
2020-10-01;1100205;19,65
2020-10-01;1100254;7,6
2020-10-01;1100262;6,52
2020-10-01;1100288;11,19
2020-10-01;1100296;6,69
2020-10-01;1100304;10,94
2020-10-01;1100320;2,93
2020-10-01;1100338;5,11
2020-10-01;1100346;9,52
2020-10-01;1100379;6,56
2020-10-01;1100403;7,69
2020-10-01;1100452;6,45
2020-10-01;1100502;8,36
2020-10-01;1100601;3,08
2020-10-01;1100700;9,31
2020-10-01;1100809;9,64
2020-10-01;1100908;4,82
2020-10-01;1100924;1,5
2020-10-01;1100940;3,62
2020-10-01;1101005;2,89
2020-10-01;1101104;9,82
2020-10-01;1101203;3,77
2020-10-01;1101302;3,91
2020-10-01;1101401;3,57
2020-10-01;1101435;6,35
2020-10-01;1101450;7,5
2020-10-01;1101468;3,26
2020-10-01;1101476;5,69
2020-10-01;1101484;4,42
2020-10-01;1101492;4,29
2020-10-01;1101500;8,24
2020-10-01;1101559;2,2
2020-10-01;1101609;3,66
2020-10-01;1101708;4,28
2020-10-01;1101757;4,01
2020-10-01;1101807;4,4
2020-10-01;5100102;4,61
2020-10-01;5100201;7,33
2020-10-01;5100250;19,34
2020-10-01;5100300;4,32
2020-10-01;5100359;5,35
2020-10-01;5100409;5,88
2020-10-01;5100508;4,02
2020-10-01;5100607;5,61
2020-10-01;5100805;3,15
2020-10-01;5101001;2,54
2020-10-01;5101209;12,37
2020-10-01;5101258;7,32
2020-10-01;5101308;11,3
2020-10-01;5101407;14,29
2020-10-01;5101605;5,44
2020-10-01;5101704;6,97
2020-10-01;5101803;17,35
2020-10-01;5101852;2,55
2020-10-01;5101902;3,77
2020-10-01;5102504;13,11
2020-10-01;5102603;2,32
2020-10-01;5102637;11,3
2020-10-01;5102678;7,78
2020-10-01;5102686;6,51
2020-10-01;5102694;1,29
2020-10-01;5102702;9,9
2020-10-01;5102793;5,63
2020-10-01;5102850;3,04
2020-10-01;5103007;14,72
2020-10-01;5103056;3,58
2020-10-01;5103106;5,03
2020-10-01;5103205;16,94
2020-10-01;5103254;3,1
2020-10-01;5103304;5,36
2020-10-01;5103353;3,96
2020-10-01;5103361;4,78
2020-10-01;5103379;1,21
2020-10-01;5103403;26,87
2020-10-01;5103437;3,53
2020-10-01;5103452;3,37
2020-10-01;5103502;10,06
2020-10-01;5103601;8,54
2020-10-01;5103700;1,1
2020-10-01;5103809;8,49
2020-10-01;5103858;8,16
2020-10-01;5103908;1,54
2020-10-01;5103957;7,71
2020-10-01;5104104;5,12
2020-10-01;5104203;2,66
2020-10-01;5104500;4,14
2020-10-01;5104526;13,96
2020-10-01;5104542;9,56
2020-10-01;5104559;12,01
2020-10-01;5104609;4,98
2020-10-01;5104807;11,36
2020-10-01;5104906;4,66
2020-10-01;5105002;10,01
2020-10-01;5105101;7,0
2020-10-01;5105150;5,88
2020-10-01;5105176;4,18
2020-10-01;5105200;4,78
2020-10-01;5105234;5,09
2020-10-01;5105259;16,29
2020-10-01;5105309;3,45
2020-10-01;5105507;4,41
2020-10-01;5105580;5,81
2020-10-01;5105606;5,27
2020-10-01;5105622;6,74
2020-10-01;5105903;12,2
2020-10-01;5106000;5,66
2020-10-01;5106109;6,8
2020-10-01;5106158;2,78
2020-10-01;5106174;4,7
2020-10-01;5106182;3,16
2020-10-01;5106190;10,2
2020-10-01;5106208;9,15
2020-10-01;5106216;13,86
2020-10-01;5106224;15,58
2020-10-01;5106232;3,02
2020-10-01;5106240;2,41
2020-10-01;5106257;8,33
2020-10-01;5106265;3,27
2020-10-01;5106273;3,01
2020-10-01;5106281;3,54
2020-10-01;5106299;3,25
2020-10-01;5106307;8,17
2020-10-01;5106315;2,51
2020-10-01;5106372;4,36
2020-10-01;5106422;4,46
2020-10-01;5106455;6,68
2020-10-01;5106505;5,35
2020-10-01;5106653;2,66
2020-10-01;5106703;5,68
2020-10-01;5106752;8,06
2020-10-01;5106778;1,95
2020-10-01;5106802;3,54
2020-10-01;5106828;4,22
2020-10-01;5106851;7,79
2020-10-01;5107008;3,7
2020-10-01;5107040;16,0
2020-10-01;5107065;7,45
2020-10-01;5107107;11,69
2020-10-01;5107156;4,48
2020-10-01;5107180;4,1
2020-10-01;5107198;12,68
2020-10-01;5107206;10,68
2020-10-01;5107248;3,79
2020-10-01;5107263;5,04
2020-10-01;5107297;1,66
2020-10-01;5107305;9,5
2020-10-01;5107354;4,95
2020-10-01;5107404;1,84
2020-10-01;5107578;0,52
2020-10-01;5107602;18,26
2020-10-01;5107701;7,88
2020-10-01;5107743;0,42
2020-10-01;5107750;6,56
2020-10-01;5107768;11,92
2020-10-01;5107776;4,53
2020-10-01;5107792;5,61
2020-10-01;5107800;7,79
2020-10-01;5107859;4,51
2020-10-01;5107875;7,48
2020-10-01;5107883;3,46
2020-10-01;5107909;25,51
2020-10-01;5107925;15,96
2020-10-01;5107941;13,21
2020-10-01;5107958;15,16
2020-10-01;5108006;9,85
2020-10-01;5108055;10,8
2020-10-01;5108105;5,39
2020-10-01;5108204;6,82
2020-10-01;5108303;4,47
2020-10-01;5108352;7,2
2020-10-01;5108402;13,73
2020-10-01;5108501;2,25
2020-10-01;5108600;5,48
2020-10-01;5108808;15,79
2020-10-01;5108857;5,18
2020-10-01;5108907;2,1
2020-10-01;5108956;5,86
2020-09-01;1100015;4,52
2020-09-01;1100023;12,65
2020-09-01;1100031;1,39
2020-09-01;1100049;13,12
2020-09-01;1100056;9,25
2020-09-01;1100064;2,95
2020-09-01;1100072;1,91
2020-09-01;1100080;2,61
2020-09-01;1100098;4,78
2020-09-01;1100106;4,87
2020-09-01;1100114;13,53
2020-09-01;1100122;15,29
2020-09-01;1100130;5,42
2020-09-01;1100148;10,41
2020-09-01;1100155;12,63
2020-09-01;1100189;6,47
2020-09-01;1100205;19,47
2020-09-01;1100254;7,32
2020-09-01;1100262;6,55
