data;cod_ibge;densidade
2022-08-01;5106802;14,45
2022-08-01;5106828;21,59
2022-08-01;5106851;10,24
2022-08-01;5107008;7,86
2022-08-01;5107040;28,35
2022-08-01;5107065;13,94
2022-08-01;5107107;9,83
2022-08-01;5107156;6,36
2022-08-01;5107180;9,4
2022-08-01;5107198;11,92
2022-08-01;5107206;14,24
2022-08-01;5107248;31,56
2022-08-01;5107263;9,81
2022-08-01;5107297;26,37
2022-08-01;5107305;26,04
2022-08-01;5107354;3,6
2022-08-01;5107404;18,75
2022-08-01;5107578;4,05
2022-08-01;5107602;23,79
2022-08-01;5107701;5,84
2022-08-01;5107743;5,45
2022-08-01;5107750;6,47
2022-08-01;5107768;13,64
2022-08-01;5107776;1,43
2022-08-01;5107792;11,12
2022-08-01;5107800;8,4
2022-08-01;5107859;5,63
2022-08-01;5107875;6,33
2022-08-01;5107883;2,17
2022-08-01;5107909;29,32
2022-08-01;5107925;26,07
2022-08-01;5107941;14,46
2022-08-01;5107958;24,52
2022-08-01;5108006;15,34
2022-08-01;5108055;14,33
2022-08-01;5108105;9,45
2022-08-01;5108204;7,52
2022-08-01;5108303;17,14
2022-08-01;5108352;2,65
2022-08-01;5108402;18,89
2022-08-01;5108501;18,59
2022-08-01;5108600;15,83
2022-08-01;5108808;1,37
2022-08-01;5108857;18,02
2022-08-01;5108907;5,2
2022-08-01;5108956;12,81
2022-07-01;1100015;9,13
2022-07-01;1100023;23,24
2022-07-01;1100031;6,36
2022-07-01;1100049;18,95
2022-07-01;1100056;7,5
2022-07-01;1100064;12,53
2022-07-01;1100072;1,92
2022-07-01;1100080;6,26
2022-07-01;1100098;9,86
2022-07-01;1100106;9,15
2022-07-01;1100114;22,37
2022-07-01;1100122;19,23
2022-07-01;1100130;10,67
2022-07-01;1100148;18,2
2022-07-01;1100155;15,61
2022-07-01;1100189;14,17
2022-07-01;1100205;27,67
2022-07-01;1100254;19,67
2022-07-01;1100262;7,89
2022-07-01;1100288;13,67
2022-07-01;1100296;3,14
2022-07-01;1100304;23,36
2022-07-01;1100320;5,24
2022-07-01;1100338;13,66
2022-07-01;1100346;16,25
2022-07-01;1100379;9,04
2022-07-01;1100403;7,29
2022-07-01;1100452;21,84
2022-07-01;1100502;13,54
2022-07-01;1100601;25,52
2022-07-01;1100700;18,93
2022-07-01;1100809;11,23
2022-07-01;1100908;11,6
2022-07-01;1100924;1,24
2022-07-01;1100940;12,04
2022-07-01;1101005;2,82
2022-07-01;1101104;15,6
2022-07-01;1101203;7,19
2022-07-01;1101302;33,42
2022-07-01;1101401;2,12
2022-07-01;1101435;8,68
2022-07-01;1101450;5,99
2022-07-01;1101468;4,13
2022-07-01;1101476;14,25
2022-07-01;1101484;5,8
2022-07-01;1101492;15,11
2022-07-01;1101500;16,89
2022-07-01;1101559;5,76
2022-07-01;1101609;4,67
2022-07-01;1101708;9,69
2022-07-01;1101757;6,36
2022-07-01;1101807;8,5
2022-07-01;5100102;4,09
2022-07-01;5100201;11,21
2022-07-01;5100250;23,45
2022-07-01;5100300;4,79
2022-07-01;5100359;8,07
2022-07-01;5100409;10,91
2022-07-01;5100508;5,52
2022-07-01;5100607;2,22
2022-07-01;5100805;8,63
2022-07-01;5101001;14,12
2022-07-01;5101209;9,31
2022-07-01;5101258;5,71
2022-07-01;5101308;23,68
2022-07-01;5101407;9,92
2022-07-01;5101605;5,24
2022-07-01;5101704;19,27
2022-07-01;5101803;11,54
2022-07-01;5101852;2,51
2022-07-01;5101902;9,34
2022-07-01;5102504;16,04
2022-07-01;5102603;3,23
2022-07-01;5102637;7,42
2022-07-01;5102678;26,6
2022-07-01;5102686;6,08
2022-07-01;5102694;10,95
2022-07-01;5102702;10,1
2022-07-01;5102793;17,75
2022-07-01;5102850;8,01
2022-07-01;5103007;25,55
2022-07-01;5103056;18,49
2022-07-01;5103106;20,92
2022-07-01;5103205;19,74
2022-07-01;5103254;5,62
2022-07-01;5103304;5,69
2022-07-01;5103353;18,14
2022-07-01;5103361;4,26
2022-07-01;5103379;5,29
2022-07-01;5103403;27,99
2022-07-01;5103437;2,69
2022-07-01;5103452;8,74
2022-07-01;5103502;21,66
2022-07-01;5103601;14,79
2022-07-01;5103700;17,84
2022-07-01;5103809;11,55
2022-07-01;5103858;11,09
2022-07-01;5103908;4,22
2022-07-01;5103957;19,55
2022-07-01;5104104;21,73
2022-07-01;5104203;16,37
2022-07-01;5104500;9,94
2022-07-01;5104526;8,69
2022-07-01;5104542;5,53
2022-07-01;5104559;24,2
2022-07-01;5104609;10,44
2022-07-01;5104807;27,23
2022-07-01;5104906;7,61
2022-07-01;5105002;8,99
2022-07-01;5105101;14,98
2022-07-01;5105150;9,01
2022-07-01;5105176;7,0
2022-07-01;5105200;16,2
2022-07-01;5105234;9,0
2022-07-01;5105259;20,0
2022-07-01;5105309;2,71
2022-07-01;5105507;11,07
2022-07-01;5105580;2,18
2022-07-01;5105606;14,87
2022-07-01;5105622;9,74
2022-07-01;5105903;26,54
2022-07-01;5106000;16,66
2022-07-01;5106109;9,54
2022-07-01;5106158;11,96
2022-07-01;5106174;7,62
2022-07-01;5106182;1,89
2022-07-01;5106190;21,7
2022-07-01;5106208;12,89
2022-07-01;5106216;22,77
2022-07-01;5106224;20,55
2022-07-01;5106232;19,25
2022-07-01;5106240;13,88
2022-07-01;5106257;5,56
2022-07-01;5106265;3,07
2022-07-01;5106273;7,79
2022-07-01;5106281;4,7
2022-07-01;5106299;13,07
2022-07-01;5106307;13,77
2022-07-01;5106315;2,73
2022-07-01;5106372;7,84
2022-07-01;5106422;17,15
2022-07-01;5106455;8,84
2022-07-01;5106505;6,51
2022-07-01;5106653;5,94
2022-07-01;5106703;5,98
2022-07-01;5106752;9,33
2022-07-01;5106778;14,59
2022-07-01;5106802;5,72
2022-07-01;5106828;17,73
2022-07-01;5106851;10,3
2022-07-01;5107008;8,19
2022-07-01;5107040;28,1
2022-07-01;5107065;12,97
2022-07-01;5107107;9,88
2022-07-01;5107156;6,41
2022-07-01;5107180;8,15
2022-07-01;5107198;12,23
2022-07-01;5107206;14,33
2022-07-01;5107248;29,46
2022-07-01;5107263;9,25
2022-07-01;5107297;26,09
2022-07-01;5107305;25,31
2022-07-01;5107354;3,22
2022-07-01;5107404;18,47
2022-07-01;5107578;4,42
2022-07-01;5107602;23,77
2022-07-01;5107701;5,6
2022-07-01;5107743;4,89
2022-07-01;5107750;6,5
2022-07-01;5107768;13,55
2022-07-01;5107776;1,34
2022-07-01;5107792;11,25
2022-07-01;5107800;8,26
2022-07-01;5107859;6,54
2022-07-01;5107875;7,66
2022-07-01;5107883;2,44
2022-07-01;5107909;29,19
2022-07-01;5107925;24,51
2022-07-01;5107941;14,24
2022-07-01;5107958;29,79
2022-07-01;5108006;15,44
2022-07-01;5108055;14,1
2022-07-01;5108105;8,07
2022-07-01;5108204;7,11
2022-07-01;5108303;17,25
2022-07-01;5108352;2,69
2022-07-01;5108402;19,02
2022-07-01;5108501;18,84
2022-07-01;5108600;15,89
2022-07-01;5108808;1,39
2022-07-01;5108857;18,33
2022-07-01;5108907;4,81
2022-07-01;5108956;10,6
2022-06-01;1100015;8,5
2022-06-01;1100023;22,23
2022-06-01;1100031;6,91
2022-06-01;1100049;20,34
2022-06-01;1100056;7,46
2022-06-01;1100064;12,32
2022-06-01;1100072;1,55
2022-06-01;1100080;4,07
2022-06-01;1100098;9,03
2022-06-01;1100106;7,64
2022-06-01;1100114;21,91
2022-06-01;1100122;18,17
2022-06-01;1100130;7,82
2022-06-01;1100148;13,94
2022-06-01;1100155;15,38
2022-06-01;1100189;13,63
2022-06-01;1100205;23,14
2022-06-01;1100254;20,78
2022-06-01;1100262;7,34
2022-06-01;1100288;13,93
2022-06-01;1100296;3,92
2022-06-01;1100304;22,36
2022-06-01;1100320;3,1
2022-06-01;1100338;8,69
2022-06-01;1100346;14,81
2022-06-01;1100379;7,83
2022-06-01;1100403;5,58
2022-06-01;1100452;11,35
2022-06-01;1100502;12,31
2022-06-01;1100601;15,89
2022-06-01;1100700;11,52
2022-06-01;1100809;8,91
2022-06-01;1100908;12,04
2022-06-01;1100924;1,07
2022-06-01;1100940;6,64
2022-06-01;1101005;3,18
2022-06-01;1101104;12,12
2022-06-01;1101203;1,31
2022-06-01;1101302;27,21
2022-06-01;1101401;1,58
2022-06-01;1101435;7,7
2022-06-01;1101450;4,27
2022-06-01;1101468;4,75
2022-06-01;1101476;16,17
2022-06-01;1101484;5,7
2022-06-01;1101492;11,47
2022-06-01;1101500;11,92
2022-06-01;1101559;6,01
2022-06-01;1101609;3,69
2022-06-01;1101708;9,18
2022-06-01;1101757;4,42
2022-06-01;1101807;8,29
2022-06-01;5100102;4,03
2022-06-01;5100201;9,27
2022-06-01;5100250;26,29
2022-06-01;5100300;4,59
2022-06-01;5100359;6,22
2022-06-01;5100409;16,37
2022-06-01;5100508;3,92
2022-06-01;5100607;2,24
2022-06-01;5100805;7,16
2022-06-01;5101001;17,56
2022-06-01;5101209;11,22
2022-06-01;5101258;4,84
2022-06-01;5101308;26,74
2022-06-01;5101407;11,05
2022-06-01;5101605;4,76
2022-06-01;5101704;16,06
2022-06-01;5101803;12,68
2022-06-01;5101852;2,74
2022-06-01;5101902;8,11
2022-06-01;5102504;15,05
2022-06-01;5102603;3,22
2022-06-01;5102637;9,25
2022-06-01;5102678;26,64
2022-06-01;5102686;7,72
2022-06-01;5102694;10,59
2022-06-01;5102702;12,51
2022-06-01;5102793;16,47
2022-06-01;5102850;7,04
2022-06-01;5103007;21,7
2022-06-01;5103056;18,32
2022-06-01;5103106;21,85
2022-06-01;5103205;18,43
2022-06-01;5103254;3,49
2022-06-01;5103304;4,51
2022-06-01;5103353;21,27
2022-06-01;5103361;3,89
2022-06-01;5103379;2,72
2022-06-01;5103403;29,15
2022-06-01;5103437;2,58
2022-06-01;5103452;6,59
2022-06-01;5103502;21,37
2022-06-01;5103601;24,0
2022-06-01;5103700;12,42
2022-06-01;5103809;11,11
2022-06-01;5103858;11,77
2022-06-01;5103908;4,86
2022-06-01;5103957;19,26
2022-06-01;5104104;15,54
2022-06-01;5104203;14,77
2022-06-01;5104500;7,63
2022-06-01;5104526;7,71
2022-06-01;5104542;6,09
2022-06-01;5104559;34,61
2022-06-01;5104609;15,95
2022-06-01;5104807;41,92
2022-06-01;5104906;6,88
2022-06-01;5105002;9,22
2022-06-01;5105101;13,25
2022-06-01;5105150;9,95
2022-06-01;5105176;4,34
2022-06-01;5105200;26,24
2022-06-01;5105234;6,82
2022-06-01;5105259;23,74
2022-06-01;5105309;5,01
2022-06-01;5105507;11,51
2022-06-01;5105580;2,38
2022-06-01;5105606;18,99
2022-06-01;5105622;8,82
2022-06-01;5105903;26,7
2022-06-01;5106000;16,99
2022-06-01;5106109;10,22
2022-06-01;5106158;9,96
2022-06-01;5106174;7,68
2022-06-01;5106182;1,94
2022-06-01;5106190;25,62
2022-06-01;5106208;14,09
2022-06-01;5106216;21,59
2022-06-01;5106224;23,0
2022-06-01;5106232;15,45
2022-06-01;5106240;13,06
2022-06-01;5106257;6,27
2022-06-01;5106265;2,33
2022-06-01;5106273;5,26
2022-06-01;5106281;6,53
2022-06-01;5106299;13,09
2022-06-01;5106307;17,55
2022-06-01;5106315;2,46
2022-06-01;5106372;15,09
2022-06-01;5106422;16,21
2022-06-01;5106455;10,85
2022-06-01;5106505;6,36
2022-06-01;5106653;5,98
2022-06-01;5106703;8,0
2022-06-01;5106752;10,16
2022-06-01;5106778;15,89
2022-06-01;5106802;4,92
2022-06-01;5106828;15,24
2022-06-01;5106851;12,06
2022-06-01;5107008;12,17
2022-06-01;5107040;69,02
2022-06-01;5107065;19,0
2022-06-01;5107107;9,21
2022-06-01;5107156;5,01
2022-06-01;5107180;8,16
2022-06-01;5107198;12,18
2022-06-01;5107206;11,75
2022-06-01;5107248;34,15
2022-06-01;5107263;7,33
2022-06-01;5107297;17,6
2022-06-01;5107305;17,83
2022-06-01;5107354;3,56
2022-06-01;5107404;19,26
2022-06-01;5107578;6,24
2022-06-01;5107602;29,08
2022-06-01;5107701;5,4
2022-06-01;5107743;4,74
2022-06-01;5107750;6,54
2022-06-01;5107768;12,8
2022-06-01;5107776;1,31
2022-06-01;5107792;8,48
2022-06-01;5107800;7,32
2022-06-01;5107859;7,16
2022-06-01;5107875;6,58
2022-06-01;5107883;2,64
2022-06-01;5107909;38,44
2022-06-01;5107925;24,96
2022-06-01;5107941;18,01
2022-06-01;5107958;32,81
2022-06-01;5108006;15,49
2022-06-01;5108055;16,09
2022-06-01;5108105;7,55
2022-06-01;5108204;8,23
2022-06-01;5108303;8,31
2022-06-01;5108352;2,5
2022-06-01;5108402;18,13
2022-06-01;5108501;20,94
2022-06-01;5108600;11,35
2022-06-01;5108808;1,47
2022-06-01;5108857;19,48
2022-06-01;5108907;3,37
2022-06-01;5108956;9,46
2022-05-01;1100015;8,14
2022-05-01;1100023;24,74
2022-05-01;1100031;0,97
2022-05-01;1100049;19,54
2022-05-01;1100056;6,99
2022-05-01;1100064;10,92
2022-05-01;1100072;1,32
2022-05-01;1100080;3,94
2022-05-01;1100098;7,7
2022-05-01;1100106;7,55
2022-05-01;1100114;21,94
2022-05-01;1100122;17,95
2022-05-01;1100130;7,78
2022-05-01;1100148;13,72
2022-05-01;1100155;14,66
2022-05-01;1100189;12,67
2022-05-01;1100205;22,32
2022-05-01;1100254;20,63
2022-05-01;1100262;7,42
2022-05-01;1100288;13,53
2022-05-01;1100296;3,89
2022-05-01;1100304;20,21
2022-05-01;1100320;2,9
2022-05-01;1100338;7,44
2022-05-01;1100346;14,33
2022-05-01;1100379;7,08
2022-05-01;1100403;4,59
2022-05-01;1100452;10,22
2022-05-01;1100502;12,31
2022-05-01;1100601;11,75
2022-05-01;1100700;1,19
2022-05-01;1100809;9,23
2022-05-01;1100908;11,94
2022-05-01;1100924;1,1
2022-05-01;1100940;6,77
2022-05-01;1101005;3,28
2022-05-01;1101104;12,11
2022-05-01;1101203;1,31
2022-05-01;1101302;24,23
2022-05-01;1101401;1,63
2022-05-01;1101435;7,7
2022-05-01;1101450;1,55
2022-05-01;1101468;4,42
2022-05-01;1101476;14,53
2022-05-01;1101484;4,59
2022-05-01;1101492;11,35
2022-05-01;1101500;11,74
2022-05-01;1101559;5,89
2022-05-01;1101609;3,68
2022-05-01;1101708;8,93
2022-05-01;1101757;4,3
2022-05-01;1101807;8,24
2022-05-01;5100102;4,09
2022-05-01;5100201;7,16
2022-05-01;5100250;25,8
2022-05-01;5100300;3,53
2022-05-01;5100359;4,88
2022-05-01;5100409;9,66
2022-05-01;5100508;4,11
2022-05-01;5100607;2,41
2022-05-01;5100805;6,62
2022-05-01;5101001;16,45
2022-05-01;5101209;9,57
2022-05-01;5101258;4,91
2022-05-01;5101308;26,83
2022-05-01;5101407;11,29
2022-05-01;5101605;4,75
2022-05-01;5101704;16,75
2022-05-01;5101803;13,03
2022-05-01;5101852;2,72
2022-05-01;5101902;8,06
2022-05-01;5102504;15,06
2022-05-01;5102603;3,25
2022-05-01;5102637;8,68
2022-05-01;5102678;3,1
2022-05-01;5102686;7,03
2022-05-01;5102694;10,72
2022-05-01;5102702;11,63
2022-05-01;5102793;15,76
2022-05-01;5102850;7,11
2022-05-01;5103007;16,47
2022-05-01;5103056;14,17
2022-05-01;5103106;21,05
2022-05-01;5103205;18,79
2022-05-01;5103254;3,45
2022-05-01;5103304;4,82
2022-05-01;5103353;21,2
2022-05-01;5103361;3,87
2022-05-01;5103379;2,54
2022-05-01;5103403;27,71
2022-05-01;5103437;2,64
2022-05-01;5103452;6,59
2022-05-01;5103502;21,23
2022-05-01;5103601;11,35
2022-05-01;5103700;12,5
2022-05-01;5103809;10,99
2022-05-01;5103858;12,47
2022-05-01;5103908;4,87
2022-05-01;5103957;19,16
2022-05-01;5104104;15,34
2022-05-01;5104203;5,24
2022-05-01;5104500;6,27
2022-05-01;5104526;8,56
2022-05-01;5104542;6,02
2022-05-01;5104559;34,25
2022-05-01;5104609;8,12
2022-05-01;5104807;14,09
2022-05-01;5104906;6,84
2022-05-01;5105002;9,2
2022-05-01;5105101;15,08
2022-05-01;5105150;10,83
2022-05-01;5105176;4,48
2022-05-01;5105200;11,08
2022-05-01;5105234;6,47
2022-05-01;5105259;23,16
2022-05-01;5105309;4,76
2022-05-01;5105507;11,52
2022-05-01;5105580;2,38
2022-05-01;5105606;18,25
2022-05-01;5105622;9,08
2022-05-01;5105903;7,76
2022-05-01;5106000;16,78
2022-05-01;5106109;9,21
2022-05-01;5106158;9,31
2022-05-01;5106174;7,77
2022-05-01;5106182;1,91
2022-05-01;5106190;25,22
2022-05-01;5106208;14,03
2022-05-01;5106216;21,61
2022-05-01;5106224;22,98
2022-05-01;5106232;14,34
2022-05-01;5106240;13,06
2022-05-01;5106257;6,39
2022-05-01;5106265;2,18
2022-05-01;5106273;6,27
2022-05-01;5106281;4,24
2022-05-01;5106299;12,1
2022-05-01;5106307;17,12
2022-05-01;5106315;2,46
2022-05-01;5106372;8,0
2022-05-01;5106422;15,51
2022-05-01;5106455;10,92
2022-05-01;5106505;6,07
2022-05-01;5106653;5,95
2022-05-01;5106703;8,07
2022-05-01;5106752;10,15
2022-05-01;5106778;15,78
2022-05-01;5106802;15,81
2022-05-01;5106828;15,39
2022-05-01;5106851;12,28
2022-05-01;5107008;11,94
2022-05-01;5107040;58,29
2022-05-01;5107065;19,05
2022-05-01;5107107;9,34
2022-05-01;5107156;4,97
2022-05-01;5107180;8,13
2022-05-01;5107198;13,69
2022-05-01;5107206;11,91
2022-05-01;5107248;35,65
2022-05-01;5107263;7,36
2022-05-01;5107297;2,46
2022-05-01;5107305;20,64
2022-05-01;5107354;3,68
2022-05-01;5107404;1,49
2022-05-01;5107578;4,4
2022-05-01;5107602;23,76
2022-05-01;5107701;5,45
2022-05-01;5107743;4,63
2022-05-01;5107750;6,6
2022-05-01;5107768;13,13
2022-05-01;5107776;1,32
2022-05-01;5107792;8,65
2022-05-01;5107800;7,35
2022-05-01;5107859;8,4
2022-05-01;5107875;5,27
2022-05-01;5107883;2,64
2022-05-01;5107909;38,23
2022-05-01;5107925;23,47
2022-05-01;5107941;15,86
2022-05-01;5107958;41,36
2022-05-01;5108006;15,51
2022-05-01;5108055;16,23
2022-05-01;5108105;7,63
2022-05-01;5108204;8,03
2022-05-01;5108303;3,97
2022-05-01;5108352;2,5
2022-05-01;5108402;13,98
2022-05-01;5108501;14,73
2022-05-01;5108600;11,23
2022-05-01;5108808;1,54
2022-05-01;5108857;21,94
2022-05-01;5108907;3,33
2022-05-01;5108956;8,9
2022-04-01;1100015;8,1
2022-04-01;1100023;18,56
2022-04-01;1100031;1,01
2022-04-01;1100049;19,88
2022-04-01;1100056;6,84
2022-04-01;1100064;10,07
2022-04-01;1100072;1,5
2022-04-01;1100080;3,69
2022-04-01;1100098;9,19
2022-04-01;1100106;7,59
2022-04-01;1100114;21,39
2022-04-01;1100122;18,12
2022-04-01;1100130;7,78
2022-04-01;1100148;13,78
2022-04-01;1100155;14,42
2022-04-01;1100189;14,35
2022-04-01;1100205;22,94
2022-04-01;1100254;20,76
2022-04-01;1100262;7,88
2022-04-01;1100288;13,54
2022-04-01;1100296;3,89
2022-04-01;1100304;19,83
2022-04-01;1100320;3,14
2022-04-01;1100338;7,14
2022-04-01;1100346;12,0
2022-04-01;1100379;5,74
2022-04-01;1100403;4,74
2022-04-01;1100452;10,86
2022-04-01;1100502;12,26
2022-04-01;1100601;8,58
2022-04-01;1100700;10,91
2022-04-01;1100809;9,28
2022-04-01;1100908;11,94
2022-04-01;1100924;1,08
2022-04-01;1100940;7,37
2022-04-01;1101005;3,18
2022-04-01;1101104;12,16
2022-04-01;1101203;6,64
2022-04-01;1101302;23,61
2022-04-01;1101401;1,69
2022-04-01;1101435;7,81
2022-04-01;1101450;2,56
2022-04-01;1101468;4,65
2022-04-01;1101476;15,94
2022-04-01;1101484;5,74
2022-04-01;1101492;9,57
2022-04-01;1101500;10,49
2022-04-01;1101559;5,82
2022-04-01;1101609;3,72
2022-04-01;1101708;8,99
2022-04-01;1101757;4,37
2022-04-01;1101807;8,63
2022-04-01;5100102;4,13
2022-04-01;5100201;9,32
2022-04-01;5100250;25,47
2022-04-01;5100300;3,36
2022-04-01;5100359;4,7
2022-04-01;5100409;8,63
2022-04-01;5100508;3,8
2022-04-01;5100607;2,52
2022-04-01;5100805;6,06
2022-04-01;5101001;17,1
2022-04-01;5101209;9,9
2022-04-01;5101258;5,14
2022-04-01;5101308;26,24
2022-04-01;5101407;11,07
2022-04-01;5101605;4,62
2022-04-01;5101704;15,87
2022-04-01;5101803;12,54
2022-04-01;5101852;2,24
2022-04-01;5101902;7,96
2022-04-01;5102504;14,97
2022-04-01;5102603;3,17
2022-04-01;5102637;9,97
2022-04-01;5102678;3,12
2022-04-01;5102686;7,22
2022-04-01;5102694;1,04
2022-04-01;5102702;11,79
2022-04-01;5102793;15,26
2022-04-01;5102850;7,11
2022-04-01;5103007;16,3
2022-04-01;5103056;18,01
2022-04-01;5103106;18,91
2022-04-01;5103205;18,45
2022-04-01;5103254;3,49
2022-04-01;5103304;4,52
2022-04-01;5103353;26,03
2022-04-01;5103361;5,36
2022-04-01;5103379;2,49
2022-04-01;5103403;29,04
2022-04-01;5103437;2,66
2022-04-01;5103452;6,56
2022-04-01;5103502;20,92
2022-04-01;5103601;9,72
2022-04-01;5103700;12,75
2022-04-01;5103809;11,14
2022-04-01;5103858;11,46
2022-04-01;5103908;3,86
2022-04-01;5103957;18,66
2022-04-01;5104104;15,33
2022-04-01;5104203;4,47
2022-04-01;5104500;8,27
2022-04-01;5104526;11,95
2022-04-01;5104542;5,97
2022-04-01;5104559;33,42
2022-04-01;5104609;6,01
2022-04-01;5104807;11,31
2022-04-01;5104906;6,57
2022-04-01;5105002;9,1
2022-04-01;5105101;13,04
2022-04-01;5105150;10,49
2022-04-01;5105176;4,59
2022-04-01;5105200;9,77
2022-04-01;5105234;6,4
2022-04-01;5105259;22,58
2022-04-01;5105309;3,34
2022-04-01;5105507;11,35
2022-04-01;5105580;3,03
2022-04-01;5105606;19,05
2022-04-01;5105622;8,72
2022-04-01;5105903;27,18
2022-04-01;5106000;16,59
2022-04-01;5106109;9,13
2022-04-01;5106158;8,85
2022-04-01;5106174;7,65
2022-04-01;5106182;3,18
2022-04-01;5106190;24,63
2022-04-01;5106208;13,79
2022-04-01;5106216;11,56
2022-04-01;5106224;22,22
2022-04-01;5106232;13,47
2022-04-01;5106240;13,64
2022-04-01;5106257;6,47
2022-04-01;5106265;2,04
2022-04-01;5106273;5,41
2022-04-01;5106281;3,97
2022-04-01;5106299;11,48
2022-04-01;5106307;15,11
2022-04-01;5106315;2,09
2022-04-01;5106372;5,59
2022-04-01;5106422;15,4
2022-04-01;5106455;10,58
2022-04-01;5106505;6,08
2022-04-01;5106653;5,85
2022-04-01;5106703;6,62
2022-04-01;5106752;10,3
2022-04-01;5106778;1,39
2022-04-01;5106802;12,29
2022-04-01;5106828;13,82
2022-04-01;5106851;12,03
2022-04-01;5107008;11,84
2022-04-01;5107040;49,74
2022-04-01;5107065;11,58
2022-04-01;5107107;8,96
2022-04-01;5107156;4,94
2022-04-01;5107180;7,96
2022-04-01;5107198;13,08
2022-04-01;5107206;10,26
2022-04-01;5107248;36,3
2022-04-01;5107263;6,89
2022-04-01;5107297;18,06
2022-04-01;5107305;17,45
2022-04-01;5107354;3,22
2022-04-01;5107404;1,51
2022-04-01;5107578;3,86
2022-04-01;5107602;23,11
2022-04-01;5107701;5,24
2022-04-01;5107743;3,85
2022-04-01;5107750;6,91
2022-04-01;5107768;12,35
2022-04-01;5107776;1,08
2022-04-01;5107792;8,66
2022-04-01;5107800;7,37
2022-04-01;5107859;5,09
2022-04-01;5107875;6,7
2022-04-01;5107883;2,58
2022-04-01;5107909;38,36
2022-04-01;5107925;25,52
2022-04-01;5107941;17,39
2022-04-01;5107958;40,66
2022-04-01;5108006;15,42
2022-04-01;5108055;16,19
2022-04-01;5108105;6,27
2022-04-01;5108204;8,12
2022-04-01;5108303;6,14
2022-04-01;5108352;2,5
2022-04-01;5108402;16,18
2022-04-01;5108501;16,06
2022-04-01;5108600;10,13
2022-04-01;5108808;1,61
2022-04-01;5108857;19,03
2022-04-01;5108907;3,24
2022-04-01;5108956;8,48
2022-03-01;1100015;8,02
2022-03-01;1100023;19,0
2022-03-01;1100031;1,03
2022-03-01;1100049;18,3
2022-03-01;1100056;6,97
2022-03-01;1100064;10,15
2022-03-01;1100072;1,72
2022-03-01;1100080;3,55
2022-03-01;1100098;8,96
2022-03-01;1100106;7,86
2022-03-01;1100114;21,49
2022-03-01;1100122;17,24
2022-03-01;1100130;7,86
2022-03-01;1100148;13,83
2022-03-01;1100155;13,94
2022-03-01;1100189;11,85
2022-03-01;1100205;22,94
2022-03-01;1100254;20,6
2022-03-01;1100262;8,53
2022-03-01;1100288;13,27
2022-03-01;1100296;3,79
2022-03-01;1100304;16,98
2022-03-01;1100320;3,27
2022-03-01;1100338;8,56
2022-03-01;1100346;11,32
2022-03-01;1100379;8,74
2022-03-01;1100403;4,49
2022-03-01;1100452;10,89
2022-03-01;1100502;12,01
2022-03-01;1100601;8,63
2022-03-01;1100700;10,97
2022-03-01;1100809;9,86
2022-03-01;1100908;11,91
2022-03-01;1100924;1,14
2022-03-01;1100940;6,94
2022-03-01;1101005;3,18
2022-03-01;1101104;12,28
2022-03-01;1101203;6,39
2022-03-01;1101302;26,64
2022-03-01;1101401;1,74
2022-03-01;1101435;7,75
2022-03-01;1101450;2,33
2022-03-01;1101468;5,41
2022-03-01;1101476;13,76
2022-03-01;1101484;5,34
2022-03-01;1101492;9,56
2022-03-01;1101500;10,44
2022-03-01;1101559;5,79
2022-03-01;1101609;3,77
2022-03-01;1101708;8,6
2022-03-01;1101757;4,55
2022-03-01;1101807;8,64
2022-03-01;5100102;4,28
2022-03-01;5100201;7,55
2022-03-01;5100250;25,24
2022-03-01;5100300;3,72
2022-03-01;5100359;6,16
2022-03-01;5100409;8,03
2022-03-01;5100508;3,98
2022-03-01;5100607;2,53
2022-03-01;5100805;6,36
2022-03-01;5101001;17,75
2022-03-01;5101209;8,36
2022-03-01;5101258;5,46
2022-03-01;5101308;26,42
2022-03-01;5101407;11,21
2022-03-01;5101605;4,81
2022-03-01;5101704;16,4
2022-03-01;5101803;12,85
2022-03-01;5101852;2,28
2022-03-01;5101902;8,32
2022-03-01;5102504;14,85
2022-03-01;5102603;3,32
2022-03-01;5102637;10,0
2022-03-01;5102678;3,16
2022-03-01;5102686;5,31
2022-03-01;5102694;0,89
2022-03-01;5102702;10,73
2022-03-01;5102793;15,07
2022-03-01;5102850;7,12
2022-03-01;5103007;16,78
2022-03-01;5103056;16,15
2022-03-01;5103106;20,17
2022-03-01;5103205;18,13
2022-03-01;5103254;2,48
2022-03-01;5103304;4,61
2022-03-01;5103353;14,89
2022-03-01;5103361;6,25
2022-03-01;5103379;2,63
2022-03-01;5103403;28,98
2022-03-01;5103437;2,7
2022-03-01;5103452;6,45
2022-03-01;5103502;20,99
2022-03-01;5103601;10,18
2022-03-01;5103700;11,4
2022-03-01;5103809;13,05
2022-03-01;5103858;10,68
2022-03-01;5103908;4,19
2022-03-01;5103957;18,09
2022-03-01;5104104;15,24
2022-03-01;5104203;5,02
2022-03-01;5104500;8,09
2022-03-01;5104526;11,61
2022-03-01;5104542;6,07
2022-03-01;5104559;32,25
2022-03-01;5104609;5,54
2022-03-01;5104807;9,79
2022-03-01;5104906;6,48
2022-03-01;5105002;9,28
2022-03-01;5105101;15,47
2022-03-01;5105150;10,56
2022-03-01;5105176;4,29
2022-03-01;5105200;9,15
2022-03-01;5105234;6,28
